lat,long,timestamp,xaxis,yaxis,zaxis
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,3.500101089
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,3.500101089
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,3.147758007
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,4.04566431
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,3.147758007
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.284546852
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,3.147758007
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.284546852
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.194217682
12.9728732,79.1576544,1.0042E+13,0,0,2.081156731
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.332404137
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
12.9728732,79.1576544,1.0042E+13,0,0,2.069192886
